gene,disease,module_id,module_degree,global_degree,module_size,species,node_conservation,BSR,mod_deg_norm,mod_z_score
NOC3L,AD,8,1,3,394,mouse,0.923469387755102,0.8665436654366544,0.002544529262086514,-0.13006136575929822
NOC3L,AD,8,1,3,394,yeast,0.3112244897959184,0.13161131611316113,0.002544529262086514,-0.13006136575929822
NOC3L,AD,8,1,3,394,fly,0.6632653061224489,0.24415744157441574,0.002544529262086514,-0.13006136575929822
LYAR,AD,8,2,2,394,mouse,0.923469387755102,0.6731770833333334,0.005089058524173028,-0.08495071559034159
LYAR,AD,8,2,2,394,yeast,0.3112244897959184,0.07877604166666667,0.005089058524173028,-0.08495071559034159
LYAR,AD,8,2,2,394,fly,0.6632653061224489,0.16276041666666666,0.005089058524173028,-0.08495071559034159
HDAC4,AD,8,2,3,394,mouse,0.923469387755102,0.8355795148247979,0.005089058524173028,-0.08495071559034159
HDAC4,AD,8,2,3,394,yeast,0.3112244897959184,0.11680143755615453,0.005089058524173028,-0.08495071559034159
HDAC4,AD,8,2,3,394,fly,0.6632653061224489,0.252470799640611,0.005089058524173028,-0.08495071559034159
NAP1L4,AD,8,1,1,394,mouse,0.923469387755102,0.8272058823529411,0.002544529262086514,-0.13006136575929822
NAP1L4,AD,8,1,1,394,yeast,0.3112244897959184,0.2034313725490196,0.002544529262086514,-0.13006136575929822
NAP1L4,AD,8,1,1,394,fly,0.6632653061224489,0.3713235294117647,0.002544529262086514,-0.13006136575929822
DDX27,AD,8,1,1,394,mouse,0.923469387755102,0.8315182575272262,0.002544529262086514,-0.13006136575929822
DDX27,AD,8,1,1,394,yeast,0.3112244897959184,0.2709801409352979,0.002544529262086514,-0.13006136575929822
DDX27,AD,8,1,1,394,fly,0.6632653061224489,0.3901345291479821,0.002544529262086514,-0.13006136575929822
WWP1,AD,8,1,1,394,mouse,0.923469387755102,0.8921721099015034,0.002544529262086514,-0.13006136575929822
WWP1,AD,8,1,1,394,yeast,0.3112244897959184,0.2835666148263349,0.002544529262086514,-0.13006136575929822
WWP1,AD,8,1,1,394,fly,0.6632653061224489,0.4764126490409539,0.002544529262086514,-0.13006136575929822
CBR1,AD,8,1,1,394,mouse,0.923469387755102,0.8723776223776224,0.002544529262086514,-0.13006136575929822
CBR1,AD,8,1,1,394,yeast,0.3112244897959184,0.10227272727272728,0.002544529262086514,-0.13006136575929822
CBR1,AD,8,1,1,394,fly,0.6632653061224489,0.14947552447552448,0.002544529262086514,-0.13006136575929822
NPM1,AD,8,2,6,394,mouse,0.923469387755102,0.8459214501510574,0.005089058524173028,-0.08495071559034159
NPM1,AD,8,2,6,394,yeast,0.3112244897959184,0.0459214501510574,0.005089058524173028,-0.08495071559034159
NPM1,AD,8,2,6,394,fly,0.6632653061224489,0.0622356495468278,0.005089058524173028,-0.08495071559034159
TRAM1,AD,8,2,2,394,mouse,0.923469387755102,0.9015544041450777,0.005089058524173028,-0.08495071559034159
TRAM1,AD,8,2,2,394,yeast,0.3112244897959184,0.06489637305699482,0.005089058524173028,-0.08495071559034159
TRAM1,AD,8,2,2,394,fly,0.6632653061224489,0.31865284974093266,0.005089058524173028,-0.08495071559034159
PAK4,AD,8,1,1,394,mouse,0.923469387755102,0.8849040867389492,0.002544529262086514,-0.13006136575929822
PAK4,AD,8,1,1,394,yeast,0.3112244897959184,0.2635529608006672,0.002544529262086514,-0.13006136575929822
PAK4,AD,8,1,1,394,fly,0.6632653061224489,0.4153461217681401,0.002544529262086514,-0.13006136575929822
RPL36AL,AD,8,2,2,394,mouse,0.923469387755102,0.986046511627907,0.005089058524173028,-0.08495071559034159
RPL36AL,AD,8,2,2,394,yeast,0.3112244897959184,0.6372093023255814,0.005089058524173028,-0.08495071559034159
RPL36AL,AD,8,2,2,394,fly,0.6632653061224489,0.7302325581395349,0.005089058524173028,-0.08495071559034159
RSBN1,AD,8,1,1,394,mouse,0.923469387755102,0.8853731343283582,0.002544529262086514,-0.13006136575929822
RSBN1,AD,8,1,1,394,yeast,0.3112244897959184,0.0191044776119403,0.002544529262086514,-0.13006136575929822
RSBN1,AD,8,1,1,394,fly,0.6632653061224489,0.2662686567164179,0.002544529262086514,-0.13006136575929822
ZNF768,AD,8,1,1,394,mouse,0.923469387755102,0.8474264705882353,0.002544529262086514,-0.13006136575929822
ZNF768,AD,8,1,1,394,yeast,0.3112244897959184,0.11029411764705882,0.002544529262086514,-0.13006136575929822
ZNF768,AD,8,1,1,394,fly,0.6632653061224489,0.20772058823529413,0.002544529262086514,-0.13006136575929822
SRPK1,AD,8,1,1,394,mouse,0.923469387755102,0.843010752688172,0.002544529262086514,-0.13006136575929822
SRPK1,AD,8,1,1,394,yeast,0.3112244897959184,0.15483870967741936,0.002544529262086514,-0.13006136575929822
SRPK1,AD,8,1,1,394,fly,0.6632653061224489,0.21003584229390682,0.002544529262086514,-0.13006136575929822
NOC2L,AD,8,1,1,394,mouse,0.923469387755102,0.7287475665152499,0.002544529262086514,-0.13006136575929822
NOC2L,AD,8,1,1,394,yeast,0.3112244897959184,0.2018170019467878,0.002544529262086514,-0.13006136575929822
NOC2L,AD,8,1,1,394,fly,0.6632653061224489,0.27709279688513955,0.002544529262086514,-0.13006136575929822
PSMB9,AD,8,1,1,394,mouse,0.923469387755102,0.8497757847533632,0.002544529262086514,-0.13006136575929822
PSMB9,AD,8,1,1,394,yeast,0.3112244897959184,0.4125560538116592,0.002544529262086514,-0.13006136575929822
PSMB9,AD,8,1,1,394,fly,0.6632653061224489,0.4730941704035874,0.002544529262086514,-0.13006136575929822
TRIM24,AD,8,3,5,394,mouse,0.923469387755102,0.8431462741490341,0.007633587786259542,-0.03984006542138498
TRIM24,AD,8,3,5,394,yeast,0.3112244897959184,0.031186752529898804,0.007633587786259542,-0.03984006542138498
TRIM24,AD,8,3,5,394,fly,0.6632653061224489,0.08601655933762649,0.007633587786259542,-0.03984006542138498
SAFB2,AD,8,1,1,394,mouse,0.923469387755102,0.5812987012987013,0.002544529262086514,-0.13006136575929822
SAFB2,AD,8,1,1,394,yeast,0.3112244897959184,0.024,0.002544529262086514,-0.13006136575929822
SAFB2,AD,8,1,1,394,fly,0.6632653061224489,0.07428571428571429,0.002544529262086514,-0.13006136575929822
XRN2,AD,8,1,1,394,mouse,0.923469387755102,0.962474645030426,0.002544529262086514,-0.13006136575929822
XRN2,AD,8,1,1,394,yeast,0.3112244897959184,0.22768762677484786,0.002544529262086514,-0.13006136575929822
XRN2,AD,8,1,1,394,fly,0.6632653061224489,0.4538539553752535,0.002544529262086514,-0.13006136575929822
FRG1,AD,8,1,1,394,mouse,0.923469387755102,0.9791666666666666,0.002544529262086514,-0.13006136575929822
FRG1,AD,8,1,1,394,yeast,0.3112244897959184,0.056818181818181816,0.002544529262086514,-0.13006136575929822
FRG1,AD,8,1,1,394,fly,0.6632653061224489,0.3806818181818182,0.002544529262086514,-0.13006136575929822
PQBP1,AD,8,1,1,394,mouse,0.923469387755102,0.8,0.002544529262086514,-0.13006136575929822
PQBP1,AD,8,1,1,394,yeast,0.3112244897959184,0.05584905660377359,0.002544529262086514,-0.13006136575929822
PQBP1,AD,8,1,1,394,fly,0.6632653061224489,0.08433962264150945,0.002544529262086514,-0.13006136575929822
RBBP7,AD,8,1,1,394,mouse,0.923469387755102,0.9977298524404086,0.002544529262086514,-0.13006136575929822
RBBP7,AD,8,1,1,394,yeast,0.3112244897959184,0.30533484676503975,0.002544529262086514,-0.13006136575929822
RBBP7,AD,8,1,1,394,fly,0.6632653061224489,0.8706015891032917,0.002544529262086514,-0.13006136575929822
SNRPE,AD,8,1,1,394,mouse,0.923469387755102,1.0,0.002544529262086514,-0.13006136575929822
SNRPE,AD,8,1,1,394,yeast,0.3112244897959184,0.4931216931216931,0.002544529262086514,-0.13006136575929822
SNRPE,AD,8,1,1,394,fly,0.6632653061224489,0.7777777777777778,0.002544529262086514,-0.13006136575929822
CARM1,AD,8,1,1,394,mouse,0.923469387755102,0.9700230591852421,0.002544529262086514,-0.13006136575929822
CARM1,AD,8,1,1,394,yeast,0.3112244897959184,0.1460415065334358,0.002544529262086514,-0.13006136575929822
CARM1,AD,8,1,1,394,fly,0.6632653061224489,0.4388931591083782,0.002544529262086514,-0.13006136575929822
Foxo1,AD,8,1,1,394,mouse,0.923469387755102,0.0,0.002544529262086514,-0.13006136575929822
Foxo1,AD,8,1,1,394,yeast,0.3112244897959184,0.0,0.002544529262086514,-0.13006136575929822
Foxo1,AD,8,1,1,394,fly,0.6632653061224489,0.0,0.002544529262086514,-0.13006136575929822
NR0B1,AD,8,1,1,394,mouse,0.923469387755102,0.6398348813209495,0.002544529262086514,-0.13006136575929822
NR0B1,AD,8,1,1,394,yeast,0.3112244897959184,0.030959752321981424,0.002544529262086514,-0.13006136575929822
NR0B1,AD,8,1,1,394,fly,0.6632653061224489,0.08307533539731682,0.002544529262086514,-0.13006136575929822
SVIL,AD,8,1,1,394,mouse,0.923469387755102,0.7763014593770421,0.002544529262086514,-0.13006136575929822
SVIL,AD,8,1,1,394,yeast,0.3112244897959184,0.007035504247440644,0.002544529262086514,-0.13006136575929822
SVIL,AD,8,1,1,394,fly,0.6632653061224489,0.14158135482465695,0.002544529262086514,-0.13006136575929822
tat,AD,8,1,1,394,mouse,0.923469387755102,0.0,0.002544529262086514,-0.13006136575929822
tat,AD,8,1,1,394,yeast,0.3112244897959184,0.0,0.002544529262086514,-0.13006136575929822
tat,AD,8,1,1,394,fly,0.6632653061224489,0.0,0.002544529262086514,-0.13006136575929822
SPOP,AD,8,1,1,394,mouse,0.923469387755102,1.0,0.002544529262086514,-0.13006136575929822
SPOP,AD,8,1,1,394,yeast,0.3112244897959184,0.04061696658097687,0.002544529262086514,-0.13006136575929822
SPOP,AD,8,1,1,394,fly,0.6632653061224489,0.7763496143958869,0.002544529262086514,-0.13006136575929822
CHD9,AD,8,1,1,394,mouse,0.923469387755102,0.8758072528564332,0.002544529262086514,-0.13006136575929822
CHD9,AD,8,1,1,394,yeast,0.3112244897959184,0.08014571948998178,0.002544529262086514,-0.13006136575929822
CHD9,AD,8,1,1,394,fly,0.6632653061224489,0.23033614836893526,0.002544529262086514,-0.13006136575929822
RBM39,AD,8,2,3,394,mouse,0.923469387755102,0.9990825688073395,0.005089058524173028,-0.08495071559034159
RBM39,AD,8,2,3,394,yeast,0.3112244897959184,0.07807339449541284,0.005089058524173028,-0.08495071559034159
RBM39,AD,8,2,3,394,fly,0.6632653061224489,0.44311926605504587,0.005089058524173028,-0.08495071559034159
RPL7,AD,8,1,1,394,mouse,0.923469387755102,0.956,0.002544529262086514,-0.13006136575929822
RPL7,AD,8,1,1,394,yeast,0.3112244897959184,0.494,0.002544529262086514,-0.13006136575929822
RPL7,AD,8,1,1,394,fly,0.6632653061224489,0.552,0.002544529262086514,-0.13006136575929822
MAP7,AD,8,1,1,394,mouse,0.923469387755102,0.5691109669046074,0.002544529262086514,-0.13006136575929822
MAP7,AD,8,1,1,394,yeast,0.3112244897959184,0.02446463335496431,0.002544529262086514,-0.13006136575929822
MAP7,AD,8,1,1,394,fly,0.6632653061224489,0.030499675535366644,0.002544529262086514,-0.13006136575929822
CAMSAP2,AD,8,1,1,394,mouse,0.923469387755102,0.8856865284974094,0.002544529262086514,-0.13006136575929822
CAMSAP2,AD,8,1,1,394,yeast,0.3112244897959184,0.01133419689119171,0.002544529262086514,-0.13006136575929822
CAMSAP2,AD,8,1,1,394,fly,0.6632653061224489,0.0547279792746114,0.002544529262086514,-0.13006136575929822
EP400,AD,8,1,1,394,mouse,0.923469387755102,0.3907035175879397,0.002544529262086514,-0.13006136575929822
EP400,AD,8,1,1,394,yeast,0.3112244897959184,0.04946608040201005,0.002544529262086514,-0.13006136575929822
EP400,AD,8,1,1,394,fly,0.6632653061224489,0.07977386934673367,0.002544529262086514,-0.13006136575929822
SAP18,AD,8,1,1,394,mouse,0.923469387755102,0.98125,0.002544529262086514,-0.13006136575929822
SAP18,AD,8,1,1,394,yeast,0.3112244897959184,0.0878125,0.002544529262086514,-0.13006136575929822
SAP18,AD,8,1,1,394,fly,0.6632653061224489,0.56875,0.002544529262086514,-0.13006136575929822
HDAC3,AD,8,2,4,394,mouse,0.923469387755102,0.9988814317673378,0.005089058524173028,-0.08495071559034159
HDAC3,AD,8,2,4,394,yeast,0.3112244897959184,0.5771812080536913,0.005089058524173028,-0.08495071559034159
HDAC3,AD,8,2,4,394,fly,0.6632653061224489,0.6868008948545862,0.005089058524173028,-0.08495071559034159
MED12,AD,8,1,1,394,mouse,0.923469387755102,0.9694216707290051,0.002544529262086514,-0.13006136575929822
MED12,AD,8,1,1,394,yeast,0.3112244897959184,0.009217815200531797,0.002544529262086514,-0.13006136575929822
MED12,AD,8,1,1,394,fly,0.6632653061224489,0.15776645247064036,0.002544529262086514,-0.13006136575929822
BCAS3,AD,8,1,1,394,mouse,0.923469387755102,0.9749869723814487,0.002544529262086514,-0.13006136575929822
BCAS3,AD,8,1,1,394,yeast,0.3112244897959184,0.025482021886399166,0.002544529262086514,-0.13006136575929822
BCAS3,AD,8,1,1,394,fly,0.6632653061224489,0.22876498176133403,0.002544529262086514,-0.13006136575929822
SUPT6H,AD,8,1,1,394,mouse,0.923469387755102,0.9832775919732442,0.002544529262086514,-0.13006136575929822
SUPT6H,AD,8,1,1,394,yeast,0.3112244897959184,0.09141583054626533,0.002544529262086514,-0.13006136575929822
SUPT6H,AD,8,1,1,394,fly,0.6632653061224489,0.41081382385730214,0.002544529262086514,-0.13006136575929822
ZNF598,AD,8,1,1,394,mouse,0.923469387755102,0.6958650707290533,0.002544529262086514,-0.13006136575929822
ZNF598,AD,8,1,1,394,yeast,0.3112244897959184,0.07453754080522307,0.002544529262086514,-0.13006136575929822
ZNF598,AD,8,1,1,394,fly,0.6632653061224489,0.1632208922742111,0.002544529262086514,-0.13006136575929822
NCOA4,AD,8,1,1,394,mouse,0.923469387755102,0.7596532702915682,0.002544529262086514,-0.13006136575929822
NCOA4,AD,8,1,1,394,yeast,0.3112244897959184,0.023089046493301815,0.002544529262086514,-0.13006136575929822
NCOA4,AD,8,1,1,394,fly,0.6632653061224489,0.024901497241922775,0.002544529262086514,-0.13006136575929822
BCAS2,AD,8,2,2,394,mouse,0.923469387755102,1.0,0.005089058524173028,-0.08495071559034159
BCAS2,AD,8,2,2,394,yeast,0.3112244897959184,0.06311300639658848,0.005089058524173028,-0.08495071559034159
BCAS2,AD,8,2,2,394,fly,0.6632653061224489,0.5074626865671642,0.005089058524173028,-0.08495071559034159
KDM5A,AD,8,1,1,394,mouse,0.923469387755102,0.9713384924047005,0.002544529262086514,-0.13006136575929822
KDM5A,AD,8,1,1,394,yeast,0.3112244897959184,0.0768128403554027,0.002544529262086514,-0.13006136575929822
KDM5A,AD,8,1,1,394,fly,0.6632653061224489,0.3333333333333333,0.002544529262086514,-0.13006136575929822
SNIP1,AD,8,1,1,394,mouse,0.923469387755102,0.7216624685138538,0.002544529262086514,-0.13006136575929822
SNIP1,AD,8,1,1,394,yeast,0.3112244897959184,0.07858942065491184,0.002544529262086514,-0.13006136575929822
SNIP1,AD,8,1,1,394,fly,0.6632653061224489,0.3136020151133501,0.002544529262086514,-0.13006136575929822
EIF4A1,AD,8,1,1,394,mouse,0.923469387755102,1.0,0.002544529262086514,-0.13006136575929822
EIF4A1,AD,8,1,1,394,yeast,0.3112244897959184,0.5969084423305588,0.002544529262086514,-0.13006136575929822
EIF4A1,AD,8,1,1,394,fly,0.6632653061224489,0.7074910820451843,0.002544529262086514,-0.13006136575929822
TRS1,AD,8,1,1,394,mouse,0.923469387755102,0.0,0.002544529262086514,-0.13006136575929822
TRS1,AD,8,1,1,394,yeast,0.3112244897959184,0.0,0.002544529262086514,-0.13006136575929822
TRS1,AD,8,1,1,394,fly,0.6632653061224489,0.0,0.002544529262086514,-0.13006136575929822
PAF1,AD,8,1,2,394,mouse,0.923469387755102,0.9835013748854262,0.002544529262086514,-0.13006136575929822
PAF1,AD,8,1,2,394,yeast,0.3112244897959184,0.034555453712190654,0.002544529262086514,-0.13006136575929822
PAF1,AD,8,1,2,394,fly,0.6632653061224489,0.39413382218148485,0.002544529262086514,-0.13006136575929822
PTCD3,AD,8,1,1,394,mouse,0.923469387755102,0.6895833333333333,0.002544529262086514,-0.13006136575929822
PTCD3,AD,8,1,1,394,yeast,0.3112244897959184,0.021111111111111112,0.002544529262086514,-0.13006136575929822
PTCD3,AD,8,1,1,394,fly,0.6632653061224489,0.2013888888888889,0.002544529262086514,-0.13006136575929822
POLR2F,AD,8,1,1,394,mouse,0.923469387755102,0.796875,0.002544529262086514,-0.13006136575929822
POLR2F,AD,8,1,1,394,yeast,0.3112244897959184,0.4125,0.002544529262086514,-0.13006136575929822
POLR2F,AD,8,1,1,394,fly,0.6632653061224489,0.45,0.002544529262086514,-0.13006136575929822
UBE3C,AD,8,1,1,394,mouse,0.923469387755102,0.9341987466427932,0.002544529262086514,-0.13006136575929822
UBE3C,AD,8,1,1,394,yeast,0.3112244897959184,0.12354521038495972,0.002544529262086514,-0.13006136575929822
UBE3C,AD,8,1,1,394,fly,0.6632653061224489,0.3209489704565801,0.002544529262086514,-0.13006136575929822
GREB1,AD,8,1,1,394,mouse,0.923469387755102,0.8617100371747212,0.002544529262086514,-0.13006136575929822
GREB1,AD,8,1,1,394,yeast,0.3112244897959184,0.008004956629491945,0.002544529262086514,-0.13006136575929822
GREB1,AD,8,1,1,394,fly,0.6632653061224489,0.008203221809169764,0.002544529262086514,-0.13006136575929822
TMOD3,AD,8,1,1,394,mouse,0.923469387755102,0.9093444909344491,0.002544529262086514,-0.13006136575929822
TMOD3,AD,8,1,1,394,yeast,0.3112244897959184,0.04351464435146443,0.002544529262086514,-0.13006136575929822
TMOD3,AD,8,1,1,394,fly,0.6632653061224489,0.2733612273361227,0.002544529262086514,-0.13006136575929822
MTHFD1,AD,8,1,1,394,mouse,0.923469387755102,0.8998482549317147,0.002544529262086514,-0.13006136575929822
MTHFD1,AD,8,1,1,394,yeast,0.3112244897959184,0.5209914011127972,0.002544529262086514,-0.13006136575929822
MTHFD1,AD,8,1,1,394,fly,0.6632653061224489,0.5796661608497724,0.002544529262086514,-0.13006136575929822
SMARCD3,AD,8,1,1,394,mouse,0.923469387755102,0.9989939637826962,0.002544529262086514,-0.13006136575929822
SMARCD3,AD,8,1,1,394,yeast,0.3112244897959184,0.06740442655935613,0.002544529262086514,-0.13006136575929822
SMARCD3,AD,8,1,1,394,fly,0.6632653061224489,0.5905432595573441,0.002544529262086514,-0.13006136575929822
PGK2,AD,8,1,1,394,mouse,0.923469387755102,0.8811764705882353,0.002544529262086514,-0.13006136575929822
PGK2,AD,8,1,1,394,yeast,0.3112244897959184,0.6188235294117647,0.002544529262086514,-0.13006136575929822
PGK2,AD,8,1,1,394,fly,0.6632653061224489,0.6764705882352942,0.002544529262086514,-0.13006136575929822
TBL1XR1,AD,8,1,1,394,mouse,0.923469387755102,0.9897003745318352,0.002544529262086514,-0.13006136575929822
TBL1XR1,AD,8,1,1,394,yeast,0.3112244897959184,0.1601123595505618,0.002544529262086514,-0.13006136575929822
TBL1XR1,AD,8,1,1,394,fly,0.6632653061224489,0.598314606741573,0.002544529262086514,-0.13006136575929822
BCLAF1,AD,8,1,1,394,mouse,0.923469387755102,0.9554831704668838,0.002544529262086514,-0.13006136575929822
BCLAF1,AD,8,1,1,394,yeast,0.3112244897959184,0.01965255157437568,0.002544529262086514,-0.13006136575929822
BCLAF1,AD,8,1,1,394,fly,0.6632653061224489,0.018186753528773074,0.002544529262086514,-0.13006136575929822
MSH2,AD,8,2,3,394,mouse,0.923469387755102,0.9117948717948718,0.005089058524173028,-0.08495071559034159
MSH2,AD,8,2,3,394,yeast,0.3112244897959184,0.35794871794871796,0.005089058524173028,-0.08495071559034159
MSH2,AD,8,2,3,394,fly,0.6632653061224489,0.38461538461538464,0.005089058524173028,-0.08495071559034159
CCNC,AD,8,1,1,394,mouse,0.923469387755102,0.9949152542372881,0.002544529262086514,-0.13006136575929822
CCNC,AD,8,1,1,394,yeast,0.3112244897959184,0.20847457627118643,0.002544529262086514,-0.13006136575929822
CCNC,AD,8,1,1,394,fly,0.6632653061224489,0.6677966101694915,0.002544529262086514,-0.13006136575929822
ASH2L,AD,8,1,1,394,mouse,0.923469387755102,0.9495026778882938,0.002544529262086514,-0.13006136575929822
ASH2L,AD,8,1,1,394,yeast,0.3112244897959184,0.02624330527926549,0.002544529262086514,-0.13006136575929822
ASH2L,AD,8,1,1,394,fly,0.6632653061224489,0.37337413925019125,0.002544529262086514,-0.13006136575929822
PRPF19,AD,8,1,1,394,mouse,0.923469387755102,0.9961685823754789,0.002544529262086514,-0.13006136575929822
PRPF19,AD,8,1,1,394,yeast,0.3112244897959184,0.1053639846743295,0.002544529262086514,-0.13006136575929822
PRPF19,AD,8,1,1,394,fly,0.6632653061224489,0.657088122605364,0.002544529262086514,-0.13006136575929822
PTBP3,AD,8,1,1,394,mouse,0.923469387755102,0.9362831858407079,0.002544529262086514,-0.13006136575929822
PTBP3,AD,8,1,1,394,yeast,0.3112244897959184,0.0415929203539823,0.002544529262086514,-0.13006136575929822
PTBP3,AD,8,1,1,394,fly,0.6632653061224489,0.47345132743362833,0.002544529262086514,-0.13006136575929822
NRIP1,AD,8,3,3,394,mouse,0.923469387755102,0.8315126050420169,0.007633587786259542,-0.03984006542138498
NRIP1,AD,8,3,3,394,yeast,0.3112244897959184,0.012941176470588235,0.007633587786259542,-0.03984006542138498
NRIP1,AD,8,3,3,394,fly,0.6632653061224489,0.012941176470588235,0.007633587786259542,-0.03984006542138498
RBBP5,AD,8,1,1,394,mouse,0.923469387755102,0.99096657633243,0.002544529262086514,-0.13006136575929822
RBBP5,AD,8,1,1,394,yeast,0.3112244897959184,0.12556458897922312,0.002544529262086514,-0.13006136575929822
RBBP5,AD,8,1,1,394,fly,0.6632653061224489,0.6160794941282746,0.002544529262086514,-0.13006136575929822
KDM4B,AD,8,1,1,394,mouse,0.923469387755102,0.764404609475032,0.002544529262086514,-0.13006136575929822
KDM4B,AD,8,1,1,394,yeast,0.3112244897959184,0.11182244985061887,0.002544529262086514,-0.13006136575929822
KDM4B,AD,8,1,1,394,fly,0.6632653061224489,0.20998719590268886,0.002544529262086514,-0.13006136575929822
DNAJA3,AD,8,1,1,394,mouse,0.923469387755102,0.8744979919678715,0.002544529262086514,-0.13006136575929822
DNAJA3,AD,8,1,1,394,yeast,0.3112244897959184,0.14056224899598393,0.002544529262086514,-0.13006136575929822
DNAJA3,AD,8,1,1,394,fly,0.6632653061224489,0.39156626506024095,0.002544529262086514,-0.13006136575929822
STAC3,AD,8,1,1,394,mouse,0.923469387755102,0.8344459279038718,0.002544529262086514,-0.13006136575929822
STAC3,AD,8,1,1,394,yeast,0.3112244897959184,0.0678237650200267,0.002544529262086514,-0.13006136575929822
STAC3,AD,8,1,1,394,fly,0.6632653061224489,0.13324432576769024,0.002544529262086514,-0.13006136575929822
RFX5,AD,8,1,1,394,mouse,0.923469387755102,0.42880258899676377,0.002544529262086514,-0.13006136575929822
RFX5,AD,8,1,1,394,yeast,0.3112244897959184,0.05574433656957929,0.002544529262086514,-0.13006136575929822
RFX5,AD,8,1,1,394,fly,0.6632653061224489,0.0970873786407767,0.002544529262086514,-0.13006136575929822
STAT6,AD,8,1,1,394,mouse,0.923469387755102,0.8311688311688312,0.002544529262086514,-0.13006136575929822
STAT6,AD,8,1,1,394,yeast,0.3112244897959184,0.01671372106154715,0.002544529262086514,-0.13006136575929822
STAT6,AD,8,1,1,394,fly,0.6632653061224489,0.16149068322981366,0.002544529262086514,-0.13006136575929822
MPRIP,AD,8,1,1,394,mouse,0.923469387755102,0.5887129516849371,0.002544529262086514,-0.13006136575929822
MPRIP,AD,8,1,1,394,yeast,0.3112244897959184,0.007896873731222087,0.002544529262086514,-0.13006136575929822
MPRIP,AD,8,1,1,394,fly,0.6632653061224489,0.026593585058871296,0.002544529262086514,-0.13006136575929822
NHLRC2,AD,8,1,1,394,mouse,0.923469387755102,0.8557114228456913,0.002544529262086514,-0.13006136575929822
NHLRC2,AD,8,1,1,394,yeast,0.3112244897959184,0.022912491649966598,0.002544529262086514,-0.13006136575929822
NHLRC2,AD,8,1,1,394,fly,0.6632653061224489,0.31596526386105545,0.002544529262086514,-0.13006136575929822
PPP1R18,AD,8,1,1,394,mouse,0.923469387755102,0.5907172995780591,0.002544529262086514,-0.13006136575929822
PPP1R18,AD,8,1,1,394,yeast,0.3112244897959184,0.023713080168776372,0.002544529262086514,-0.13006136575929822
PPP1R18,AD,8,1,1,394,fly,0.6632653061224489,0.03409282700421941,0.002544529262086514,-0.13006136575929822
FTSJ3,AD,8,2,2,394,mouse,0.923469387755102,0.7982608695652174,0.005089058524173028,-0.08495071559034159
FTSJ3,AD,8,2,2,394,yeast,0.3112244897959184,0.22086956521739132,0.005089058524173028,-0.08495071559034159
FTSJ3,AD,8,2,2,394,fly,0.6632653061224489,0.3026086956521739,0.005089058524173028,-0.08495071559034159
CHD6,AD,8,1,1,394,mouse,0.923469387755102,0.8569656150301311,0.002544529262086514,-0.13006136575929822
CHD6,AD,8,1,1,394,yeast,0.3112244897959184,0.08613966678482808,0.002544529262086514,-0.13006136575929822
CHD6,AD,8,1,1,394,fly,0.6632653061224489,0.23998582063098192,0.002544529262086514,-0.13006136575929822
ALYREF,AD,8,1,1,394,mouse,0.923469387755102,0.9302325581395349,0.002544529262086514,-0.13006136575929822
ALYREF,AD,8,1,1,394,yeast,0.3112244897959184,0.09476744186046511,0.002544529262086514,-0.13006136575929822
ALYREF,AD,8,1,1,394,fly,0.6632653061224489,0.3546511627906977,0.002544529262086514,-0.13006136575929822
KLF5,AD,8,3,5,394,mouse,0.923469387755102,0.8044633368756642,0.007633587786259542,-0.03984006542138498
KLF5,AD,8,3,5,394,yeast,0.3112244897959184,0.09001062699256111,0.007633587786259542,-0.03984006542138498
KLF5,AD,8,3,5,394,fly,0.6632653061224489,0.20722635494155153,0.007633587786259542,-0.03984006542138498
NR1H2,AD,8,3,4,394,mouse,0.923469387755102,0.819047619047619,0.007633587786259542,-0.03984006542138498
NR1H2,AD,8,3,4,394,yeast,0.3112244897959184,0.031005291005291005,0.007633587786259542,-0.03984006542138498
NR1H2,AD,8,3,4,394,fly,0.6632653061224489,0.3037037037037037,0.007633587786259542,-0.03984006542138498
XAF1,AD,8,1,1,394,mouse,0.923469387755102,0.3935483870967742,0.002544529262086514,-0.13006136575929822
XAF1,AD,8,1,1,394,yeast,0.3112244897959184,0.04661290322580645,0.002544529262086514,-0.13006136575929822
XAF1,AD,8,1,1,394,fly,0.6632653061224489,0.06709677419354838,0.002544529262086514,-0.13006136575929822
SAFB,AD,8,1,1,394,mouse,0.923469387755102,0.7373846988605535,0.002544529262086514,-0.13006136575929822
SAFB,AD,8,1,1,394,yeast,0.3112244897959184,0.025067824199674446,0.002544529262086514,-0.13006136575929822
SAFB,AD,8,1,1,394,fly,0.6632653061224489,0.07542051003798156,0.002544529262086514,-0.13006136575929822
ZMYND8,AD,8,1,1,394,mouse,0.923469387755102,0.8527257933279089,0.002544529262086514,-0.13006136575929822
ZMYND8,AD,8,1,1,394,yeast,0.3112244897959184,0.023962571196094386,0.002544529262086514,-0.13006136575929822
ZMYND8,AD,8,1,1,394,fly,0.6632653061224489,0.10292921074043938,0.002544529262086514,-0.13006136575929822
CCAR2,AD,8,1,1,394,mouse,0.923469387755102,0.8452890792291221,0.002544529262086514,-0.13006136575929822
CCAR2,AD,8,1,1,394,yeast,0.3112244897959184,0.020824411134903638,0.002544529262086514,-0.13006136575929822
CCAR2,AD,8,1,1,394,fly,0.6632653061224489,0.019593147751605998,0.002544529262086514,-0.13006136575929822
